file	order	reorder	algo_time	bdd_time	reorder_time	minterms	span	inputs	clauses	functions	mean (variables_in_functions)	standard deviation (variables_in_functions)	median (variables_in_functions)	symmetric_percent	maxnode	total
../thesis/xml/ecos_kernel.xml	fujita	CUDD_REORDER_WINDOW2	0.0000000000	0	0.004	9.40598e+14	1612	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	2079.45	57	102
../thesis/xml/ecos_kernel.xml	fujita	CUDD_REORDER_WINDOW3	0.0000000000	0	0	9.40598e+14	1612	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	2090.1	58	98
../thesis/xml/ecos_kernel.xml	fujita	CUDD_REORDER_WINDOW4	0.0000000000	0	0.008	9.40598e+14	1612	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	2076.57	58	98
../thesis/xml/ecos_kernel.xml	fujita	CUDD_REORDER_ANNEALING	0.0000000000	0	0.508	9.40598e+14	1612	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	2079.7	58	77
../thesis/xml/ecos_kernel.xml	netlist	CUDD_REORDER_SIFT	0.0000000000	0	0.008	9.40598e+14	1661	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	2087.91	57	81
../thesis/xml/ecos_kernel.xml	netlist	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0.008	9.40598e+14	1661	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	2081.7	57	81
../thesis/xml/ecos_kernel.xml	netlist	CUDD_REORDER_WINDOW2	0.0000000000	0	0	9.40598e+14	1661	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	2087.41	57	106
../thesis/xml/ecos_kernel.xml	netlist	CUDD_REORDER_WINDOW3	0.0000000000	0	0	9.40598e+14	1661	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	2078.63	57	104
../thesis/xml/ecos_kernel.xml	netlist	CUDD_REORDER_WINDOW4	0.0000000000	0	0	9.40598e+14	1661	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	2082.89	58	108
../thesis/xml/ecos_kernel.xml	netlist	CUDD_REORDER_ANNEALING	0.0000000000	0	0.532	9.40598e+14	1661	57.0	72.0	2.0	67.54385964912281	45.8999138664952	67.54385964912281	2089.47	58	80
../thesis/xml/ecos_isoinfra.xml	MINCE	CUDD_REORDER_SIFT	0.0100000000	0	0.028	7.13624e+45	6008	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.703	157	158
../thesis/xml/ecos_isoinfra.xml	MINCE	CUDD_REORDER_SYMM_SIFT	0.0100000000	0	0.048	7.13624e+45	6008	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.398	157	158
../thesis/xml/ecos_isoinfra.xml	MINCE	CUDD_REORDER_WINDOW2	0.0100000000	0.008	0	7.13624e+45	6008	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.038	158	161
../thesis/xml/ecos_isoinfra.xml	MINCE	CUDD_REORDER_WINDOW3	0.0100000000	0.004	0.004	7.13624e+45	6008	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.209	158	161
../thesis/xml/ecos_isoinfra.xml	MINCE	CUDD_REORDER_WINDOW4	0.0100000000	0	0.008	7.13624e+45	6008	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.021	158	161
../thesis/xml/ecos_isoinfra.xml	MINCE	CUDD_REORDER_ANNEALING	0.0100000000	0	2.932	7.13624e+45	6008	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.298	157	158
../thesis/xml/ecos_isoinfra.xml	mendonca	CUDD_REORDER_SIFT	0.0089221610	0	0.028	7.13624e+45	11784	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.577	157	160
../thesis/xml/ecos_isoinfra.xml	mendonca	CUDD_REORDER_SYMM_SIFT	0.0089221610	0	0.04	7.13624e+45	11784	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.566	157	160
../thesis/xml/ecos_isoinfra.xml	mendonca	CUDD_REORDER_WINDOW2	0.0089221610	0	0.004	7.13624e+45	11784	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.183	157	160
../thesis/xml/ecos_isoinfra.xml	mendonca	CUDD_REORDER_WINDOW3	0.0089221610	0	0	7.13624e+45	11784	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.34	157	160
../thesis/xml/ecos_isoinfra.xml	mendonca	CUDD_REORDER_WINDOW4	0.0089221610	0	0.008	7.13624e+45	11784	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.801	157	160
../thesis/xml/ecos_isoinfra.xml	mendonca	CUDD_REORDER_ANNEALING	0.0089221610	0	2.852	7.13624e+45	11784	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.804	157	160
../thesis/xml/ecos_isoinfra.xml	FORCE	CUDD_REORDER_SIFT		0.004	0.028	7.13624e+45	6009	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.845	157	159
../thesis/xml/ecos_isoinfra.xml	FORCE	CUDD_REORDER_SYMM_SIFT		0	0.048	7.13624e+45	6009	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.901	157	159
../thesis/xml/ecos_isoinfra.xml	FORCE	CUDD_REORDER_WINDOW2		0	0	7.13624e+45	6009	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.775	157	160
../thesis/xml/ecos_isoinfra.xml	FORCE	CUDD_REORDER_WINDOW3		0	0.004	7.13624e+45	6009	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.904	158	159
../thesis/xml/ecos_isoinfra.xml	FORCE	CUDD_REORDER_WINDOW4		0.004	0.004	7.13624e+45	6009	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.393	158	159
../thesis/xml/ecos_isoinfra.xml	FORCE	CUDD_REORDER_ANNEALING		0	2.888	7.13624e+45	6009	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.494	157	159
../thesis/xml/ecos_isoinfra.xml	fujita	CUDD_REORDER_SIFT	0.0100000000	0	0.032	7.13624e+45	11938	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.683	157	158
../thesis/xml/ecos_isoinfra.xml	fujita	CUDD_REORDER_SYMM_SIFT	0.0100000000	0	0.036	7.13624e+45	11938	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.636	157	158
../thesis/xml/ecos_isoinfra.xml	fujita	CUDD_REORDER_WINDOW2	0.0100000000	0	0	7.13624e+45	11938	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.725	156	157
../thesis/xml/ecos_isoinfra.xml	fujita	CUDD_REORDER_WINDOW3	0.0100000000	0	0.004	7.13624e+45	11938	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	367.239	157	158
../thesis/xml/ecos_isoinfra.xml	fujita	CUDD_REORDER_WINDOW4	0.0100000000	0	0.004	7.13624e+45	11938	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.77	157	158
../thesis/xml/ecos_isoinfra.xml	fujita	CUDD_REORDER_ANNEALING	0.0100000000	0.004	2.876	7.13624e+45	11938	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	368.035	157	158
../thesis/xml/ecos_isoinfra.xml	netlist	CUDD_REORDER_SIFT	0.0000000000	0.004	0.032	7.13624e+45	11787	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.033	157	160
../thesis/xml/ecos_isoinfra.xml	netlist	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0.032	7.13624e+45	11787	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.359	157	160
../thesis/xml/ecos_isoinfra.xml	netlist	CUDD_REORDER_WINDOW2	0.0000000000	0.004	0	7.13624e+45	11787	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.334	156	159
../thesis/xml/ecos_isoinfra.xml	netlist	CUDD_REORDER_WINDOW3	0.0000000000	0	0.004	7.13624e+45	11787	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	368.127	157	160
../thesis/xml/ecos_isoinfra.xml	netlist	CUDD_REORDER_WINDOW4	0.0000000000	0	0.004	7.13624e+45	11787	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	368.06	157	160
../thesis/xml/ecos_isoinfra.xml	netlist	CUDD_REORDER_ANNEALING	0.0000000000	0.004	2.996	7.13624e+45	11787	155.0	157.0	2.0	50.96774193548387	69.34208434861627	50.96774193548387	366.653	157	160
../thesis/xml/ecos_compat.xml	MINCE	CUDD_REORDER_SIFT	0.0000000000	0	0	7.88954e+06	101	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8662.43	27	31
../thesis/xml/ecos_compat.xml	MINCE	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0.004	7.88954e+06	101	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8637.04	27	31
../thesis/xml/ecos_compat.xml	MINCE	CUDD_REORDER_WINDOW2	0.0000000000	0	0	7.88954e+06	101	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8663.49	29	35
../thesis/xml/ecos_compat.xml	MINCE	CUDD_REORDER_WINDOW3	0.0000000000	0	0.004	7.88954e+06	101	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8654.76	29	35
../thesis/xml/ecos_compat.xml	MINCE	CUDD_REORDER_WINDOW4	0.0000000000	0	0	7.88954e+06	101	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8665.34	29	35
../thesis/xml/ecos_compat.xml	MINCE	CUDD_REORDER_ANNEALING	0.0000000000	0	0.168	7.88954e+06	101	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8665.08	27	31
../thesis/xml/ecos_compat.xml	mendonca	CUDD_REORDER_SIFT	0.0074539060	0	0	7.88954e+06	172	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8679.63	28	31
../thesis/xml/ecos_compat.xml	mendonca	CUDD_REORDER_SYMM_SIFT	0.0074539060	0	0.004	7.88954e+06	172	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8623.28	28	31
../thesis/xml/ecos_compat.xml	mendonca	CUDD_REORDER_WINDOW2	0.0074539060	0	0.004	7.88954e+06	172	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8656.88	27	30
../thesis/xml/ecos_compat.xml	mendonca	CUDD_REORDER_WINDOW3	0.0074539060	0	0.004	7.88954e+06	172	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8677.78	27	30
../thesis/xml/ecos_compat.xml	mendonca	CUDD_REORDER_WINDOW4	0.0074539060	0	0.004	7.88954e+06	172	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8636.24	27	30
../thesis/xml/ecos_compat.xml	mendonca	CUDD_REORDER_ANNEALING	0.0074539060	0	0.168	7.88954e+06	172	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8686.51	28	31
../thesis/xml/ecos_compat.xml	FORCE	CUDD_REORDER_SIFT		0	0	7.88954e+06	103	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8630.95	27	30
../thesis/xml/ecos_compat.xml	FORCE	CUDD_REORDER_SYMM_SIFT		0	0.004	7.88954e+06	103	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8655.82	27	30
../thesis/xml/ecos_compat.xml	FORCE	CUDD_REORDER_WINDOW2		0	0.004	7.88954e+06	103	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8647.35	29	33
../thesis/xml/ecos_compat.xml	FORCE	CUDD_REORDER_WINDOW3		0	0.004	7.88954e+06	103	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8651.32	29	35
../thesis/xml/ecos_compat.xml	FORCE	CUDD_REORDER_WINDOW4		0	0.004	7.88954e+06	103	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8647.88	28	35
../thesis/xml/ecos_compat.xml	FORCE	CUDD_REORDER_ANNEALING		0	0.164	7.88954e+06	103	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8673.28	28	32
../thesis/xml/ecos_compat.xml	fujita	CUDD_REORDER_SIFT	0.0000000000	0	0	7.88954e+06	208	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8641.01	28	31
../thesis/xml/ecos_compat.xml	fujita	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0	7.88954e+06	208	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8666.67	28	31
../thesis/xml/ecos_compat.xml	fujita	CUDD_REORDER_WINDOW2	0.0000000000	0	0.004	7.88954e+06	208	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8660.32	27	30
../thesis/xml/ecos_compat.xml	fujita	CUDD_REORDER_WINDOW3	0.0000000000	0	0	7.88954e+06	208	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8656.35	27	31
../thesis/xml/ecos_compat.xml	fujita	CUDD_REORDER_WINDOW4	0.0000000000	0	0	7.88954e+06	208	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8625.4	27	31
../thesis/xml/ecos_compat.xml	fujita	CUDD_REORDER_ANNEALING	0.0000000000	0	0.16	7.88954e+06	208	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8649.74	41	46
../thesis/xml/ecos_compat.xml	netlist	CUDD_REORDER_SIFT	0.0000000000	0	0	7.88954e+06	181	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8649.21	28	31
../thesis/xml/ecos_compat.xml	netlist	CUDD_REORDER_SYMM_SIFT	0.0000000000	0	0	7.88954e+06	181	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8665.34	28	31
../thesis/xml/ecos_compat.xml	netlist	CUDD_REORDER_WINDOW2	0.0000000000	0	0	7.88954e+06	181	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8653.97	27	33
../thesis/xml/ecos_compat.xml	netlist	CUDD_REORDER_WINDOW3	0.0000000000	0	0.004	7.88954e+06	181	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8670.11	28	35
../thesis/xml/ecos_compat.xml	netlist	CUDD_REORDER_WINDOW4	0.0000000000	0	0	7.88954e+06	181	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8680.16	27	34
../thesis/xml/ecos_compat.xml	netlist	CUDD_REORDER_ANNEALING	0.0000000000	0	0.16	7.88954e+06	181	28.0	32.0	2.0	60.714285714285715	55.55838995037159	60.714285714285715	8631.48	42	47
../thesis/xml/linux_fs.xml	MINCE	CUDD_REORDER_SIFT	0.1000000000	0.02	0.204	3.27212e+82	24918	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.4886	909	1575
../thesis/xml/linux_fs.xml	MINCE	CUDD_REORDER_SYMM_SIFT	0.1000000000	0.02	0.212	3.27212e+82	24918	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.4572	909	1575
../thesis/xml/linux_fs.xml	MINCE	CUDD_REORDER_WINDOW2	0.1000000000	0.004	0.004	3.27212e+82	24918	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.1448	1161	1843
../thesis/xml/linux_fs.xml	MINCE	CUDD_REORDER_WINDOW3	0.1000000000	0.02	0.008	3.27212e+82	24918	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.3909	1111	1788
../thesis/xml/linux_fs.xml	MINCE	CUDD_REORDER_WINDOW4	0.1000000000	0.02	0.024	3.27212e+82	24918	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.4694	1032	1703
../thesis/xml/linux_fs.xml	MINCE	CUDD_REORDER_ANNEALING	0.1000000000	0.02	105.328	3.27212e+82	24918	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.2565	748	1337
../thesis/xml/linux_fs.xml	mendonca	CUDD_REORDER_SIFT	0.2037221020	0.016	0.216	3.27212e+82	49764	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.4851	1049	1613
../thesis/xml/linux_fs.xml	mendonca	CUDD_REORDER_SYMM_SIFT	0.2037221020	0.012	0.168	3.27212e+82	49764	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.3577	1049	1613
../thesis/xml/linux_fs.xml	mendonca	CUDD_REORDER_WINDOW2	0.2037221020	0.012	0.004	3.27212e+82	49764	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.1779	2219	3086
../thesis/xml/linux_fs.xml	mendonca	CUDD_REORDER_WINDOW3	0.2037221020	0.012	0.008	3.27212e+82	49764	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.2303	1917	2751
../thesis/xml/linux_fs.xml	mendonca	CUDD_REORDER_WINDOW4	0.2037221020	0.02	0.028	3.27212e+82	49764	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.2984	1806	2552
../thesis/xml/linux_fs.xml	mendonca	CUDD_REORDER_ANNEALING	0.2037221020	0.02	88.716	3.27212e+82	49764	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.2896	470	1178
../thesis/xml/linux_fs.xml	FORCE	CUDD_REORDER_SIFT		10.608	4.468	3.27212e+82	29616	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.2966	2133	4538
../thesis/xml/linux_fs.xml	FORCE	CUDD_REORDER_SYMM_SIFT		10.732	4.368	3.27212e+82	29616	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.5323	2133	4538
../thesis/xml/linux_fs.xml	FORCE	CUDD_REORDER_WINDOW2		10.412	0.22	3.27212e+82	29616	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.4555	249827	296697
../thesis/xml/linux_fs.xml	FORCE	CUDD_REORDER_WINDOW3		10.696	0.58	3.27212e+82	29616	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.2739	180878	220416
../thesis/xml/linux_fs.xml	FORCE	CUDD_REORDER_WINDOW4		10.788	1.94	3.27212e+82	29616	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.3507	111371	133985
../thesis/xml/linux_fs.xml	FORCE	CUDD_REORDER_ANNEALING		10.184	271.54	3.27212e+82	29616	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.5811	710	1448
../thesis/xml/linux_fs.xml	fujita	CUDD_REORDER_SIFT	0.1100000000	0.188	0.524	3.27212e+82	55126	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.2094	2501	3891
../thesis/xml/linux_fs.xml	fujita	CUDD_REORDER_SYMM_SIFT	0.1100000000	0.208	0.476	3.27212e+82	55126	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.5358	2501	3891
../thesis/xml/linux_fs.xml	fujita	CUDD_REORDER_WINDOW2	0.1100000000	0.14	0.012	3.27212e+82	55126	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.2827	16787	22581
../thesis/xml/linux_fs.xml	fujita	CUDD_REORDER_WINDOW3	0.1100000000	0.208	0.032	3.27212e+82	55126	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.6003	14569	19068
../thesis/xml/linux_fs.xml	fujita	CUDD_REORDER_WINDOW4	0.1100000000	0.196	0.104	3.27212e+82	55126	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.3577	13067	17695
../thesis/xml/linux_fs.xml	fujita	CUDD_REORDER_ANNEALING	0.1100000000	0.188	166.98	3.27212e+82	55126	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.4642	690	1418
../thesis/xml/linux_fs.xml	netlist	CUDD_REORDER_SIFT	0.0000000000	0.156	0.592	3.27212e+82	58391	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.335	2495	3891
../thesis/xml/linux_fs.xml	netlist	CUDD_REORDER_SYMM_SIFT	0.0000000000	0.188	0.5	3.27212e+82	58391	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.4502	2495	3891
../thesis/xml/linux_fs.xml	netlist	CUDD_REORDER_WINDOW2	0.0000000000	0.2	0.02	3.27212e+82	58391	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.246	17491	23541
../thesis/xml/linux_fs.xml	netlist	CUDD_REORDER_WINDOW3	0.0000000000	0.2	0.028	3.27212e+82	58391	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.1779	16426	21118
../thesis/xml/linux_fs.xml	netlist	CUDD_REORDER_WINDOW4	0.0000000000	0.156	0.092	3.27212e+82	58391	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.2286	15049	19679
../thesis/xml/linux_fs.xml	netlist	CUDD_REORDER_ANNEALING	0.0000000000	0.22	173.172	3.27212e+82	58391	339.0	541.0	2.0	80.23598820058997	27.950533533627546	80.23598820058997	66.3193	624	1398
../thesis/xml/REAL-FM-19.xml	MINCE	CUDD_REORDER_SIFT	0.0100000000	0	0	240	121	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7521.15	45	50
../thesis/xml/REAL-FM-19.xml	MINCE	CUDD_REORDER_SYMM_SIFT	0.0100000000	0	0.004	240	121	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7526.9	45	50
../thesis/xml/REAL-FM-19.xml	MINCE	CUDD_REORDER_WINDOW2	0.0100000000	0	0	240	121	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7530.57	39	43
../thesis/xml/REAL-FM-19.xml	MINCE	CUDD_REORDER_WINDOW3	0.0100000000	0	0	240	121	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7546.21	38	43
../thesis/xml/REAL-FM-19.xml	MINCE	CUDD_REORDER_WINDOW4	0.0100000000	0	0.004	240	121	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7502.99	38	43
../thesis/xml/REAL-FM-19.xml	MINCE	CUDD_REORDER_ANNEALING	0.0100000000	0	0.292	240	121	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7539.08	38	45
../thesis/xml/REAL-FM-19.xml	mendonca	CUDD_REORDER_SIFT	0.0068487430	0	0.004	240	191	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7522.99	38	43
../thesis/xml/REAL-FM-19.xml	mendonca	CUDD_REORDER_SYMM_SIFT	0.0068487430	0	0.004	240	191	30.0	41.0	2.0	61.666666666666664	54.21151989096864	61.666666666666664	7489.43	38	43
